-13.0 1750.00 1.5806177e-16
-13.0 1760.00 1.3944754e-16
-13.0 1770.00 1.4793101e-16
-13.0 1780.00 2.4103061e-16
-13.0 1790.00 2.9643917e-16
-13.0 1800.00 2.9451035e-16
-13.0 1810.00 3.3746030e-16
-13.0 1820.00 3.4482721e-16
-13.0 1830.00 4.3935380e-16
-13.0 1840.00 4.5879331e-16
-13.0 1850.00 4.9941526e-16
-13.0 1860.00 5.5759959e-16
-13.0 1870.00 5.1241773e-16
-13.0 1880.00 5.8735418e-16
-13.0 1890.00 6.6758875e-16
-13.0 1900.00 6.1016624e-16
-13.0 1910.00 6.1770195e-16
-13.0 1920.00 6.1431944e-16
-13.0 1930.00 6.0754973e-16
-13.0 1940.00 5.9584333e-16
-13.0 1950.00 6.5119564e-16
-13.0 1960.00 6.6852819e-16
-13.0 1970.00 7.2081751e-16
-13.0 1980.00 7.2740634e-16
-13.0 1990.00 7.1445337e-16
-13.0 2000.00 7.5199461e-16
-13.0 2010.00 7.3848297e-16
-13.0 2020.00 7.0272512e-16
-13.0 2030.00 6.8232571e-16
-13.0 2040.00 5.8039472e-16
-13.0 2050.00 5.4824883e-16
-13.0 2060.00 4.7062106e-16
-13.0 2070.00 4.6947519e-16
-13.0 2080.00 4.5458473e-16
-13.0 2090.00 3.9913474e-16
-13.0 2100.00 4.2618413e-16
-13.0 2110.00 3.6126439e-16
-13.0 2120.00 3.3709987e-16
-13.0 2130.00 3.7094937e-16
-13.0 2140.00 3.7901650e-16
-13.0 2150.00 3.5799486e-16
-13.0 2160.00 3.5187157e-16
-13.0 2170.00 3.4481028e-16
-13.0 2180.00 3.1149618e-16
-13.0 2190.00 2.9716997e-16
-13.0 2200.00 2.7765019e-16
-13.0 2210.00 2.5538407e-16
-13.0 2220.00 2.9079452e-16
-13.0 2230.00 2.7988441e-16
-13.0 2240.00 3.1348574e-16
-13.0 2250.00 3.7385064e-16
-13.0 2260.00 4.2358944e-16
-13.0 2270.00 4.5775808e-16
-13.0 2280.00 5.6534174e-16
-13.0 2290.00 6.3130809e-16
-13.0 2300.00 6.7257896e-16
-13.0 2310.00 7.3874309e-16
-13.0 2320.00 7.9850810e-16
-13.0 2330.00 8.0643006e-16
-13.0 2340.00 8.0975123e-16
-13.0 2350.00 8.9920667e-16
-13.0 2360.00 9.4501522e-16
-13.0 2370.00 9.3022966e-16
-13.0 2380.00 8.6689245e-16
-13.0 2390.00 9.0091738e-16
-13.0 2400.00 8.3196501e-16
-13.0 2410.00 7.2812186e-16
-13.0 2420.00 7.2082706e-16
-13.0 2430.00 6.9479063e-16
-13.0 2440.00 7.5270457e-16
-13.0 2450.00 7.8047339e-16
-13.0 2460.00 8.2775339e-16
-13.0 2470.00 8.5273628e-16
-13.0 2480.00 8.5456667e-16
-13.0 2490.00 9.2041356e-16
-13.0 2500.00 9.6336863e-16
-13.0 2510.00 9.8174048e-16
-13.0 2520.00 1.0415999e-15
-13.0 2530.00 1.0776343e-15
-13.0 2540.00 1.1493156e-15
-13.0 2550.00 1.1760512e-15
-13.0 2560.00 1.2337807e-15
-13.0 2570.00 1.2497077e-15
-13.0 2580.00 1.1719930e-15
-13.0 2590.00 1.1695170e-15
-13.0 2600.00 1.2491640e-15
-13.0 2610.00 1.3974835e-15
-13.0 2620.00 1.5676331e-15
-13.0 2630.00 1.7609143e-15
-13.0 2640.00 1.8628875e-15
-13.0 2650.00 2.0100414e-15
-13.0 2660.00 2.2116500e-15
-13.0 2670.00 2.5304976e-15
-13.0 2680.00 3.0180163e-15
-13.0 2690.00 3.5799965e-15
-13.0 2700.00 4.2922786e-15
-13.0 2710.00 5.0385745e-15
-13.0 2720.00 5.7810337e-15
-13.0 2730.00 6.2013203e-15
-13.0 2740.00 6.2924384e-15
-13.0 2750.00 6.5234993e-15
-13.0 2760.00 6.9010987e-15
-13.0 2770.00 7.3753192e-15
-13.0 2780.00 7.8438951e-15
-13.0 2790.00 8.1189545e-15
-13.0 2800.00 8.3540264e-15
-13.0 2810.00 1.0352428e-14
-13.0 2820.00 1.2276903e-14
-13.0 2830.00 1.4290358e-14
-13.0 2840.00 1.6483899e-14
-13.0 2850.00 1.8291067e-14
-13.0 2860.00 2.1206114e-14
-13.0 2870.00 2.3926251e-14
-13.0 2880.00 2.6156916e-14
-13.0 2890.00 2.7561146e-14
-13.0 2900.00 2.7409867e-14
-13.0 2910.00 2.7249837e-14
-13.0 2920.00 2.6409568e-14
-13.0 2930.00 2.5354648e-14
-13.0 2940.00 2.5078148e-14
-13.0 2950.00 2.6239103e-14
-13.0 2960.00 2.7835551e-14
-13.0 2970.00 2.8355093e-14
-13.0 2980.00 2.8182008e-14
-13.0 2990.00 2.7531404e-14
-13.0 3000.00 2.7459346e-14
-13.0 3010.00 2.7592933e-14
-13.0 3020.00 2.7827905e-14
-13.0 3030.00 2.9125640e-14
-13.0 3040.00 3.0710221e-14
-13.0 3050.00 3.2231219e-14
-13.0 3060.00 3.3452408e-14
-13.0 3070.00 3.5109611e-14
-13.0 3080.00 3.7149528e-14
-13.0 3090.00 4.0000928e-14
-13.0 3100.00 4.3584931e-14
-13.0 3110.00 4.7088107e-14
-13.0 3120.00 4.8329658e-14
-13.0 3130.00 4.8523000e-14
-13.0 3140.00 4.7350754e-14
-13.0 3150.00 4.5928650e-14
-13.0 3160.00 4.3925484e-14
-13.0 3170.00 4.3307127e-14
-13.0 3180.00 4.2280257e-14
-13.0 3190.00 4.0685894e-14
-13.0 3200.00 3.9143987e-14
-13.0 3210.00 3.7340508e-14
-13.0 3220.00 3.5994439e-14
-13.0 3230.00 3.5189119e-14
-13.0 3240.00 3.4856151e-14
-13.0 3250.00 3.5213397e-14
-13.0 3260.00 3.5615828e-14
-13.0 3270.00 3.6675959e-14
-13.0 3280.00 3.7324381e-14
-13.0 3290.00 3.8161040e-14
-13.0 3300.00 3.4639679e-14
-13.0 3310.00 3.5541252e-14
-13.0 3320.00 3.8049789e-14
-13.0 3330.00 3.9056626e-14
-13.0 3340.00 3.8917364e-14
-13.0 3350.00 3.9232790e-14
-13.0 3360.00 4.1090507e-14
-13.0 3370.00 4.2559844e-14
-13.0 3380.00 4.4246576e-14
-13.0 3390.00 4.5879283e-14
-13.0 3400.00 4.7712245e-14
-13.0 3410.00 5.0570895e-14
-13.0 3420.00 5.4565697e-14
-13.0 3430.00 5.9433644e-14
-13.0 3440.00 6.1932108e-14
-13.0 3450.00 6.6269417e-14
-13.0 3460.00 7.1587693e-14
-13.0 3470.00 7.7044147e-14
-13.0 3480.00 8.2485722e-14
-13.0 3490.00 8.6731155e-14
-13.0 3500.00 9.1408560e-14
-13.0 3510.00 9.0797839e-14
-13.0 3520.00 8.9316126e-14
-13.0 3530.00 8.8817403e-14
-13.0 3540.00 8.6028140e-14
-13.0 3550.00 8.2657069e-14
-13.0 3560.00 7.9765135e-14
-13.0 3570.00 7.5789603e-14
-13.0 3580.00 7.0035414e-14
-13.0 3590.00 6.3416078e-14
-13.0 3600.00 5.7751436e-14
-13.0 3610.00 5.3833686e-14
-13.0 3620.00 4.7873137e-14
-13.0 3630.00 4.2551317e-14
-13.0 3640.00 3.8488042e-14
-13.0 3650.00 3.4949872e-14
-13.0 3660.00 3.1860934e-14
-13.0 3670.00 3.1172057e-14
-13.0 3680.00 3.0732420e-14
-13.0 3690.00 3.0310408e-14
-13.0 3700.00 3.1398022e-14
-13.0 3710.00 3.3002559e-14
-13.0 3720.00 3.5282963e-14
-13.0 3730.00 3.8130481e-14
-13.0 3740.00 4.1514811e-14
-13.0 3750.00 4.5200744e-14
-13.0 3760.00 5.0762292e-14
-13.0 3770.00 5.6694204e-14
-13.0 3780.00 6.2586905e-14
-13.0 3790.00 6.9825948e-14
-13.0 3800.00 7.8582396e-14
-13.0 3810.00 8.8383430e-14
-13.0 3820.00 9.5498512e-14
-13.0 3830.00 1.0210831e-13
-13.0 3840.00 1.0893969e-13
-13.0 3850.00 1.1529000e-13
-13.0 3860.00 1.2212368e-13
-13.0 3870.00 1.2787944e-13
-13.0 3880.00 1.3047465e-13
-13.0 3890.00 1.3238762e-13
-13.0 3900.00 1.3307258e-13
-13.0 3910.00 1.3365921e-13
-13.0 3920.00 1.3207722e-13
-13.0 3930.00 1.2577218e-13
-13.0 3940.00 1.2273052e-13
-13.0 3950.00 1.1943243e-13
-13.0 3960.00 1.1591870e-13
-13.0 3970.00 1.1582300e-13
-13.0 3980.00 1.1518176e-13
-13.0 3990.00 1.1491179e-13
-13.0 4000.00 1.1579103e-13
-13.0 4010.00 1.1754316e-13
-13.0 4020.00 1.1965986e-13
-13.0 4030.00 1.2421801e-13
-13.0 4040.00 1.2450175e-13
-13.0 4050.00 1.2518993e-13
-13.0 4060.00 1.2748537e-13
-13.0 4070.00 1.2925886e-13
-13.0 4080.00 1.2780291e-13
-13.0 4090.00 1.2578814e-13
-13.0 4100.00 1.2396039e-13
-13.0 4110.00 1.2190337e-13
-13.0 4120.00 1.2078563e-13
-13.0 4130.00 1.2201188e-13
-13.0 4140.00 1.2175059e-13
-13.0 4150.00 1.1885304e-13
-13.0 4160.00 1.1600482e-13
-13.0 4170.00 1.1441491e-13
-13.0 4180.00 1.1290493e-13
-13.0 4190.00 1.1083615e-13
-13.0 4200.00 1.0948004e-13
-13.0 4210.00 1.0550115e-13
-13.0 4220.00 1.0219967e-13
-13.0 4230.00 9.7377974e-14
-13.0 4240.00 9.1838155e-14
-13.0 4250.00 8.7923681e-14
-13.0 4260.00 8.3370388e-14
-13.0 4270.00 7.6664502e-14
-13.0 4280.00 7.2126851e-14
-13.0 4290.00 7.0482666e-14
-13.0 4300.00 7.0429023e-14
-13.0 4310.00 7.1520837e-14
-13.0 4320.00 7.4012303e-14
-13.0 4330.00 7.4991519e-14
-13.0 4340.00 7.7569662e-14
-13.0 4350.00 7.9120539e-14
-13.0 4360.00 8.0325871e-14
-13.0 4370.00 8.1831016e-14
-13.0 4380.00 8.2264565e-14
-13.0 4390.00 8.4667258e-14
-13.0 4400.00 8.7708785e-14
-13.0 4410.00 9.1047762e-14
-13.0 4420.00 9.2567388e-14
-13.0 4430.00 9.5479250e-14
-13.0 4440.00 9.8326301e-14
-13.0 4450.00 9.9713926e-14
-13.0 4460.00 9.9716221e-14
-13.0 4470.00 1.0006619e-13
-13.0 4480.00 1.0148140e-13
-13.0 4490.00 1.0318741e-13
-13.0 4500.00 1.0367413e-13
-13.0 4510.00 1.0226667e-13
-13.0 4520.00 1.0143190e-13
-13.0 4530.00 9.9886767e-14
-13.0 4540.00 9.9947844e-14
-13.0 4550.00 9.9755425e-14
-13.0 4560.00 9.9238317e-14
-13.0 4570.00 9.9072886e-14
-13.0 4580.00 9.8534600e-14
-13.0 4590.00 9.6405072e-14
-13.0 4600.00 9.0921449e-14
-13.0 4610.00 8.6569263e-14
-13.0 4620.00 8.1997451e-14
-13.0 4630.00 8.0002283e-14
-13.0 4640.00 7.8965905e-14
-13.0 4650.00 7.8626186e-14
-13.0 4660.00 7.8113674e-14
-13.0 4670.00 7.7368862e-14
-13.0 4680.00 7.4685371e-14
-13.0 4690.00 7.1412206e-14
-13.0 4700.00 6.7532061e-14
-13.0 4710.00 6.3562493e-14
-13.0 4720.00 6.1645838e-14
-13.0 4730.00 6.1335167e-14
-13.0 4740.00 6.1567068e-14
-13.0 4750.00 6.2117249e-14
-13.0 4760.00 6.2801526e-14
-13.0 4770.00 6.1616617e-14
-13.0 4780.00 5.9459492e-14
-13.0 4790.00 5.7360797e-14
-13.0 4800.00 5.4626701e-14
-13.0 4810.00 5.1530821e-14
-13.0 4820.00 4.9511885e-14
-13.0 4830.00 4.7933930e-14
-13.0 4840.00 4.7391590e-14
-13.0 4850.00 4.6702812e-14
-13.0 4860.00 4.6517057e-14
-13.0 4870.00 4.7645167e-14
-13.0 4880.00 4.8619264e-14
-13.0 4890.00 5.0001288e-14
-13.0 4900.00 5.1791268e-14
-13.0 4910.00 5.2791357e-14
-13.0 4920.00 5.2648541e-14
-13.0 4930.00 5.3317686e-14
-13.0 4940.00 5.4847364e-14
-13.0 4950.00 5.6667844e-14
-13.0 4960.00 5.8475968e-14
-13.0 4970.00 5.9577037e-14
-13.0 4980.00 5.9750659e-14
-13.0 4990.00 5.9913404e-14
-13.0 5000.00 6.0884865e-14
-13.0 5010.00 6.2435513e-14
-13.0 5020.00 6.3685465e-14
-13.0 5030.00 6.4706447e-14
-13.0 5040.00 6.6079783e-14
-13.0 5050.00 6.7150227e-14
-13.0 5060.00 6.8180219e-14
-13.0 5070.00 6.8328788e-14
-13.0 5080.00 6.8760519e-14
-13.0 5090.00 6.8144727e-14
-13.0 5100.00 6.8111334e-14
-13.0 5110.00 6.7563580e-14
-13.0 5120.00 6.7430872e-14
-13.0 5130.00 6.8084550e-14
-13.0 5140.00 7.0787891e-14
-13.0 5150.00 7.1817012e-14
-13.0 5160.00 7.2578702e-14
-13.0 5170.00 7.2814890e-14
-13.0 5180.00 7.0577996e-14
-13.0 5190.00 6.8689732e-14
-13.0 5200.00 6.6228752e-14
-13.0 5210.00 6.3872119e-14
-13.0 5220.00 6.2071541e-14
-13.0 5230.00 6.0213699e-14
-13.0 5240.00 5.9784299e-14
-13.0 5250.00 5.9758524e-14
-13.0 5260.00 6.0038340e-14
-13.0 5270.00 5.8619672e-14
-13.0 5280.00 5.9149467e-14
